did,name,version,status,format,file_id,default_target_attribute,upload_date,NumberOfInstances,NumberOfFeatures,NumberOfNumericFeatures,NumberOfSymbolicFeatures,dataset_md5_checksum,metadata_response_sha256
41811,FOREX_cadchf-day-Close,1,active,arff,21377853,Class,2019-06-04T00:17:32,1831,12,11,1,f6db8d75db3b303fb692356fac6703a4,d142a3b473278c1a2cdd8bc9c8838306763e0c173f7c5f421f4f660d00e3777f
41812,FOREX_eurnok-day-Close,1,active,arff,21377854,Class,2019-06-04T00:17:47,1837,12,11,1,ed922ba6cdbf9114876c933d9a11553b,0254a9bb15df124b56fcb0f8b0662536dcd2e7eda7ecf6e081782e141ca98a1f
41813,FOREX_audsgd-minute-Close,1,active,arff,21377855,Class,2019-06-04T00:18:04,375840,12,11,1,c5e405eee12e4dec87effeb02de1387b,ad5ad92e762db56704ac55e484f9c1f77125d173187a2121e5eb02feccf836e9
41814,FOREX_euraud-minute-Close,1,active,arff,21377856,Class,2019-06-04T00:18:31,375840,12,11,1,db23c2d36e03829764d83c39e50a403c,5741715e5dd63c1b5129f9c2dd265fb5e6397a20f6ae2c413a21468971041ea8
41815,FOREX_eurrub-day-Close,1,active,arff,21377857,Class,2019-06-04T00:18:55,1832,12,11,1,3b2b405389469045742f2089bc925969,1d3d632d3d436ed97b7145e54ec34e36a91d9647ce9c3b68a7de2c9159ff5818
41816,FOREX_usddkk-hour-High,1,active,arff,21377858,Class,2019-06-04T00:19:11,43825,12,11,1,94a450e1e66133ef00a1e3cde9e831a9,550632a7d81299659187290f2e32f0040eb47adccf54348931bd0cb4ae7a6561
41817,FOREX_audusd-minute-Close,1,active,arff,21377859,Class,2019-06-04T00:19:29,375840,12,11,1,189a46b02b726c75bd893bb5383fdfcf,52f722a539cbf945a2d6a1ebb39dcb2b2e2c665c25594dde15f7c17a5502de20
41818,FOREX_euraud-day-Close,1,active,arff,21377860,Class,2019-06-04T00:19:54,1834,12,11,1,974010b2c3b2aa6458491b3b5bc9d0da,99bcc5800830550a04b93b73a5c7da2cf39c2efc1a9b7c4ab258b2c60ce90745
41819,FOREX_eurrub-minute-High,1,active,arff,21377861,Class,2019-06-04T00:20:11,375840,12,11,1,bd30685a80c10859da6a493ac5143923,a18a905f32e2d1dbb0c499b88eb0560720d83809698e9310bb8be72fb5988de0
41820,FOREX_chfsgd-hour-High,1,active,arff,21377862,Class,2019-06-04T00:20:36,43825,12,11,1,2f3fe9f9644af9e536eee7d56a73bd50,444e2e598cfdaf6afdc0e4655ff6af34bb0218343c3cc58b961a1a1c868dae65
41821,FOREX_eurpln-day-Close,1,active,arff,21377863,Class,2019-06-04T00:20:53,1832,12,11,1,fbfcf6cd83003efb969ee2b2bdc022ef,a9917ece279a85d4389b519a9d14a5e75b07f5c758a3d44625a0209dfe888913
41822,FOREX_audnzd-minute-High,1,active,arff,21377864,Class,2019-06-04T00:21:10,375840,12,11,1,24e1d4524282d29f34f253e62359bec1,b826c59cbf037fdb10b82116d2ca1429437f9cdfee594010d613f8c033c20c67
41823,FOREX_eurcad-minute-High,1,active,arff,21377865,Class,2019-06-04T00:21:37,375840,12,11,1,f55c9bcd01e99525ca35f385a25e47f7,ded132b425b307bce0e267be623cd93a8c797fe810269259e7aed085aa72dbd0
41824,FOREX_eurgbp-hour-Close,1,active,arff,21377866,Class,2019-06-04T00:22:02,43825,12,11,1,0b098294f53de8daf870c8d706060956,a627fb97ba2b56e010dff3382a0106a4ba87dd40669fc68943e60c108f3a3402
41825,FOREX_audnzd-hour-High,1,active,arff,21377867,Class,2019-06-04T00:22:18,43825,12,11,1,70088b93e45ef3e9feae41311aa44b2c,47898cf9cb46e9e234dade87357583ec78c5ef3d55836beb3ac47dbe22b7445a
41826,FOREX_eurnzd-day-Close,1,active,arff,21377868,Class,2019-06-04T00:22:36,1832,12,11,1,beec8e93e8c7d8881ab8dab5a61d5daa,4e418f50bba14aaa79c156b026df7cd5121d12da66d283d6e7ec6a1383d5958d
41827,FOREX_euraud-hour-Close,1,active,arff,21377869,Class,2019-06-04T00:22:51,43825,12,11,1,4d8bebb52142c178ab15981937e22be7,e71d1550507b3846d0a7d30b9ffe14fa194b6af99a6fd2a9f011ccbe71704ea6
41828,FOREX_usdcad-hour-High,1,active,arff,21377870,Class,2019-06-04T00:23:09,43825,12,11,1,476f6a2f2cb2a34086939f837ac37a0e,48623a5419f7c5f126b1e7392f546866859ca0236b0a0aedd83be50bd870534f
41829,FOREX_nzdusd-day-Close,1,active,arff,21377871,Class,2019-06-04T00:23:26,1828,12,11,1,3c26715adedadca7bf237987740c251f,c2189248d27eb72cc23d76a20357d0a8cc9e7b0591f213e1fc8ce81574e376eb
41830,FOREX_nzdusd-day-High,1,active,arff,21377872,Class,2019-06-04T00:23:41,1828,12,11,1,a76596309d6e7c96533f0c8a7d36c18e,2f82a1402cf94e47642988baa8a22b42ba9e5850031b17295bf3aff600201bac
41831,FOREX_eurdkk-hour-Close,1,active,arff,21377873,Class,2019-06-04T00:23:57,43825,12,11,1,6fa1f8fab5945e380d5bf8c371a468b8,fa2579943f7c29a841b1e22b59d3c65b859cd172a32305d3ad4936e311ef6599
41832,FOREX_nzdusd-hour-Close,1,active,arff,21377874,Class,2019-06-04T00:24:14,43825,12,11,1,a9e437e5cd4abce84db98533296947d0,4881eb68b642958721436de47a4bc0d74d98aac077d9702dc215aa4d36777c93
41833,FOREX_cadjpy-hour-High,1,active,arff,21377875,Class,2019-06-04T00:24:31,43825,12,11,1,c8cc77965fd3def1833aa7240c7430ef,93993aae1f10d614521e2cc0cb487c18709def91f6b8a8929ab61e763e975b17
41834,FOREX_usdcad-day-Close,1,active,arff,21377876,Class,2019-06-04T00:24:47,1833,12,11,1,e134b092d42e4cf098a19914aa77ebbd,e4af1b5975fe8d74c48c1b03a43fcdab16c813e5545e56f830c31aa130678100
41835,FOREX_euraud-hour-High,1,active,arff,21377877,Class,2019-06-04T00:25:03,43825,12,11,1,fdc0f79e4b9bb8f7e592c3d25dce6fb1,c3238b03c119a37e933d4c85accfb4c68132326090b87b9fbcc82b4f6eaa130e
41836,FOREX_cadchf-minute-High,1,active,arff,21377878,Class,2019-06-04T00:25:21,375840,12,11,1,7ff87788acbea5681ffd5cfe89a28ed7,867bbbc6e4e872d9d99039e77f4d0cf034b713621f94134cdf50d42af16777a5
41837,FOREX_audjpy-minute-Close,1,active,arff,21377879,Class,2019-06-04T00:25:47,375840,12,11,1,af2dd3f65d2ea74e7a8144e7e8410d6f,f9a7decaaf01a467143ca151d48de48f5c9ddb21351d903c2f58fa6f208f829c
41838,FOREX_cadchf-hour-Close,1,active,arff,21377880,Class,2019-06-04T00:26:12,43825,12,11,1,32aeb15c267578b3fe12494e9312f147,123bfb872701242f32f438da5451ede328f76b9d5f3ac74deaace86bacd0fea0
41839,FOREX_cadjpy-day-High,1,active,arff,21377881,Class,2019-06-04T00:26:28,1834,12,11,1,3ed11ca71b75c9aa5930953b9bb3000a,d1173f7595faaa48faba75e2447d7225de3f527d4b54277d37f1451e8d5bb78d
41840,FOREX_eurnok-minute-High,1,active,arff,21377882,Class,2019-06-04T00:26:45,375840,12,11,1,26d7bde289baeee712e1fe816dea7524,e5280f82382bf0c50cc1498bf527da43091f749df47c4635aa204ba6b3395a24
41841,FOREX_chfsgd-day-Close,1,active,arff,21377883,Class,2019-06-04T00:27:09,1832,12,11,1,da87c64238429ed9857296707648d1e5,e30d0759373930372f211bfa2cde4d61dffcf0677ddc3b353ff04d7297c5d9e0
41842,FOREX_eurchf-hour-High,1,active,arff,21377884,Class,2019-06-04T00:27:25,43825,12,11,1,eaf7f0559ac9276c447fac589342f284,3363a758f814c39472abb7a6d5b7addfc36322004aafbb5d6cf6087e242221a3
41843,FOREX_audusd-hour-High,1,active,arff,21377885,Class,2019-06-04T00:27:42,43825,12,11,1,4fda2d1c82fbdff46de79713269e85e5,23d9f3589a55fc8001595db5654f1ff97f434dce3a86f1550cd6c6139e81676c
41844,FOREX_eurgbp-day-Close,1,active,arff,21377886,Class,2019-06-04T00:27:58,1835,12,11,1,79e8ce5f98838f614207fab33c61ce1e,2079b8b58988f8c14c4542b651135fb5f6bb1aec8ec15c64ed11df7d102ac9bd
41845,FOREX_eurusd-minute-High,1,active,arff,21377887,Class,2019-06-04T00:28:15,375840,12,11,1,32ca6b13f7f58e5a09e57aca30693cce,bb3346bc505e9f7ed68f5751804b85a2aae4acb97c7a1f782c5a748f3f996a39
41846,FOREX_eursek-day-Close,1,active,arff,21377888,Class,2019-06-04T00:28:39,1837,12,11,1,17253672a5731d235a024d73d34629bb,83c6aac8a08f8867cd9c2e4316a33a462f93fc1b4a2193bfd27f3bfedd49aeff
41847,FOREX_eurdkk-day-High,1,active,arff,21377889,Class,2019-06-04T00:28:54,1836,12,11,1,bec967e9c9dfa604a6a68683c8c735e6,c4d406a747984d3d51731aece74206d1ab3247ac3deda6e47d8de4cd359d8680
41848,FOREX_chfjpy-day-High,1,active,arff,21377890,Class,2019-06-04T00:29:10,1832,12,11,1,4a7e5ffacdb20a32be461a759ddd65a5,42ca68e41f2fc7de9e5d0143f43f13cfb27869c95ffcedb8920a0525ef8499c9
41849,FOREX_audsgd-day-Close,1,active,arff,21377891,Class,2019-06-04T00:29:26,1832,12,11,1,1616055f0799c81ef96fb0b82ed469c6,6fe38e30ca769630d259d3ce27e7b7f7cd1d2c59f91a89bcfbc3fc434a01c9d8
41850,FOREX_eursek-minute-High,1,active,arff,21377892,Class,2019-06-04T00:29:43,375840,12,11,1,d699269feaea3f86528df2934df98264,1290e3bf3d52ca53ee21e779e9c921ee8cdf912b7287451a2b8b81f9d9906e76
41851,FOREX_usdjpy-hour-High,1,active,arff,21377893,Class,2019-06-04T00:30:08,43825,12,11,1,7a39b47218dbc46156c12fe5436528c7,6a316b206922cdc5d06bc49032cba23612321711c9f2986ee1f7e8196d773af2
41852,FOREX_eurchf-minute-High,1,active,arff,21377894,Class,2019-06-04T00:30:26,375840,12,11,1,92fa6f6600841f43dcab876823ea11dd,77dc568747b5aca51251ae1cf082f0164550363fd484a026c8a61a1e7203467c
41853,FOREX_eurnzd-minute-Close,1,active,arff,21377895,Class,2019-06-04T00:30:51,375840,12,11,1,2f1e9e58ab3dbb4d87ac2dc27be35213,035afc3d9c5006a0379bd1e867c77c8a04251f88ae4a6d2c0e59af5b1eb83d13
41854,FOREX_audcad-minute-Close,1,active,arff,21377896,Class,2019-06-04T00:31:17,375840,12,11,1,3aa99306d7e570b6cb5161c730fc564c,56c7fa5107860e419c54dfc16186b6c15fc1b36d076e063cb8631f104a0b9844
41855,FOREX_eurtry-minute-High,1,active,arff,21377897,Class,2019-06-04T00:31:43,375840,12,11,1,8be882e463e4bbf446247efa8fe59369,72e67bea0e0fb67ef8fd0da5fdb615490b25a9ce5b69b8ca31bb6a8bf10c0d1f
41856,FOREX_eurdkk-hour-High,1,active,arff,21377898,Class,2019-06-04T00:32:08,43825,12,11,1,3fd897daad3f14326646be9b7ca2c3b2,cd9510d985dcb13de85fb3e63c549a0412e5c32a2690ba5fe5d49731b96b636a
41857,FOREX_audjpy-day-Close,1,active,arff,21377899,Class,2019-06-04T00:32:25,1832,12,11,1,61ac9c35e10dc101dd31a1fe20930dec,7f9cfcd40f8c5672a08fd5065eacc6c82886824c21845b559bc93a3df43bc079
41858,FOREX_usdchf-day-Close,1,active,arff,21377900,Class,2019-06-04T00:32:41,1835,12,11,1,83a7f53b8fa6218f63e6c4b0294c6b5f,c57a65c281501fb5680fdae87d69edf2d8c7397bdb86299274bbe19a8de14c8e
41859,FOREX_eurnok-hour-Close,1,active,arff,21377901,Class,2019-06-04T00:32:57,43825,12,11,1,2810ab1416aa3f41feeac3a7b04d7f70,bdee04d81a6a7fa0b2b172f6d73d6faad0cdfb3fcafa6b258e123934b2e8cced
41860,FOREX_eurusd-hour-Close,1,active,arff,21377902,Class,2019-06-04T00:33:14,43825,12,11,1,5df27cd3548be49e30b3ba360e9ca334,2a6a1bda5145b4578d819ffac59bd8ebb2d2b5e3847df691360a4a0230d97601
41861,FOREX_euraud-minute-High,1,active,arff,21377903,Class,2019-06-04T00:33:32,375840,12,11,1,afb8b7737f9b490caa245c3663e3d526,44a8ce7c5a817b274c8a9a1fc312bad439fb338f4f815f8fff585ad9a9d1ec4a
41862,FOREX_eurrub-hour-Close,1,active,arff,21377904,Class,2019-06-04T00:33:56,43825,12,11,1,6262ede1f7ed06e335635b83808c3fbf,e0c247a3228d0ab9c8e4977f754f06c21b505ffe448c0ad6ae602be09e6fe600
41863,FOREX_eurnok-day-High,1,active,arff,21377905,Class,2019-06-04T00:34:13,1837,12,11,1,9e1bc44ef614eaab25ef230c68522480,231455a2f7a91d2ddcf2f18d3e45da1cbf68f748529ba4d887864aeafa02d86c
41864,FOREX_chfsgd-day-High,1,active,arff,21377906,Class,2019-06-04T00:34:29,1832,12,11,1,5af534bdf5b598017ef67219e9461951,4f325a40110d8c6bda99f4b2891167d876771ee4567278eff73dfd11ade49a08
41865,FOREX_audsgd-hour-High,1,active,arff,21377907,Class,2019-06-04T00:34:45,43825,12,11,1,fbf6d93d9d26597dd122b5dc3fd68b4e,95139e22162d8b28c7bb2c36cfaad1ace193dbed2a73ae4a87475a9333141c5a
41866,FOREX_euraud-day-High,1,active,arff,21377908,Class,2019-06-04T00:35:02,1834,12,11,1,1dfe1fcf96afdbd5d659f828a074fd74,3f579091982945285dc070ae16771f170dd119033663407986c3129dacc15871
41867,FOREX_audnzd-day-Close,1,active,arff,21377909,Class,2019-06-04T00:35:18,1832,12,11,1,b0e96de5312eba5f855ad355ac7f7eb0,c4ca5d7c1f3aedeefc4178a1642e1612bd2ce0c6a11e5792338be919bf5b66b5
41868,FOREX_eurpln-day-High,1,active,arff,21377910,Class,2019-06-04T00:35:34,1832,12,11,1,6588ca9afc0c9cd1ca0d483c913f5b68,77e939efc411a915f6ef2562b32920d20b5bae7b5a3154e106f0555761e5d04a
41869,FOREX_eursgd-minute-Close,1,active,arff,21377911,Class,2019-06-04T00:35:51,375840,12,11,1,ffd07416b51c6092966801fe85694913,17227fcdd43fd4c8d9f1ea9b72ddfefd14bf21ec0eee82d4bf06d21d4658ed5b
41870,FOREX_chfjpy-hour-Close,1,active,arff,21377912,Class,2019-06-04T00:36:19,43825,12,11,1,e013a077b2ae233582d195fc0cba5848,61d31745cb0efcc429d3f1cd0a8a6368991152799cdac3ea4e8ce9474586726f
41871,FOREX_usddkk-hour-Close,1,active,arff,21377913,Class,2019-06-04T00:36:36,43825,12,11,1,289c004d647b2f26fc54efc4956194a8,f023f9783f2e292ff27b244826d01453e1717d08d852e12547c4d120e61e812c
41872,FOREX_eurhkd-day-Close,1,active,arff,21377914,Class,2019-06-04T00:36:53,1832,12,11,1,25099b68eb2ee676e6f7c186b3731cbc,d8f55d93e8a10a98b220c27393d4a09107016d80546282e5d6303777f0433545
41873,FOREX_eurusd-hour-High,1,active,arff,21377915,Class,2019-06-04T00:37:10,43825,12,11,1,b27976f174af2ee11b656fa327aa4d06,56277ba9a8194265149cfa9f3c7bf7339c474bd16a793e037cbe2d25292f981f
41874,FOREX_eursgd-day-Close,1,active,arff,21377916,Class,2019-06-04T00:37:28,1832,12,11,1,5f6839d59ecd64d9539e89907b9f8571,9bd126c37c5946d92a6a643e5069038ec1d01152c9dd6490ca51e338d81c8446
41875,FOREX_audchf-day-High,1,active,arff,21377917,Class,2019-06-04T00:37:43,1833,12,11,1,080633aaec79acf2c527ee71e3131655,2e347c0170c8ff5716dac3b6130cd32cabaaaaa9523561dfba023445718590fe
41876,FOREX_eurdkk-minute-Close,1,active,arff,21377918,Class,2019-06-04T00:38:02,375840,12,11,1,39e689c90d98a8d405ef28a55c7119d0,1e8aae056991cba04e2ff1046979f71f9015b19cb0e018ce1b089129ab44d7a3
41877,FOREX_eurchf-hour-Close,1,active,arff,21377919,Class,2019-06-04T00:38:23,43825,12,11,1,2d69b739ae24311466baf32dc34f2b24,047d63b4d1f14b5e653d95f0b3f342fb695ae232d8b0c292536924c64b2deb36
41878,FOREX_audusd-hour-Close,1,active,arff,21377920,Class,2019-06-04T00:38:40,43825,12,11,1,8957887d9c76be05fb532f818b798a28,3a10f23c808e05b79546f7c566054fea0202abfb44b9ed847efa2815f5b73dcc
41879,FOREX_gbpusd-hour-High,1,active,arff,21377921,Class,2019-06-04T00:38:58,43825,12,11,1,bcb1217a92d3092919fe58264b00cc88,29c443dee028a14d8841ae80df5972235684f7ff9fba70eaa4c4d61d3b35010d
41880,FOREX_chfsgd-minute-Close,1,active,arff,21377922,Class,2019-06-04T00:39:15,375840,12,11,1,3a6f4464a45060485de114261b954e73,4364d95816bb41d19308cbb56f0b361f37556907583c8c50ef9a8ea6859e1518
41881,FOREX_chfjpy-hour-High,1,active,arff,21377923,Class,2019-06-04T00:39:40,43825,12,11,1,fc8ca313c9397ea65e2ee28c9884992d,7ef0219e176a00f1bfec59a55bd3fd55527b175f9b1b26ddc0f780cc9ddd7cae
41882,FOREX_audjpy-day-High,1,active,arff,21377924,Class,2019-06-04T00:39:57,1832,12,11,1,74daf346048ddc27210a706451f1bd38,87f1140e4e438895d853bfe3827aebace49778ff07fcba54799e92bfd458aad3
41883,FOREX_eurnzd-hour-High,1,active,arff,21377925,Class,2019-06-04T00:40:14,43825,12,11,1,b37476cd22b7b6a5eabf736dd7d01288,4bcfd6e38464951ad1add56cad6e99dd7d0fbd4c17a445a3fbfb558fa076879a
41884,FOREX_nzdusd-hour-High,1,active,arff,21377926,Class,2019-06-04T00:40:31,43825,12,11,1,975b28fc97a6b38bbc356264e9b4bd34,cca8da1fb9b2a580adf6958cde8efe19e3aa0dcdb18b8ddfb2810e740ed7ad72
41885,FOREX_chfsgd-hour-Close,1,active,arff,21377927,Class,2019-06-04T00:40:47,43825,12,11,1,9a9a05fd2131b749f0ec5695fc3ef933,f1a9d3855342cad4ee31e242634fb622df4b9904ff7deac6c6a097513c37b074
41886,FOREX_eurnzd-hour-Close,1,active,arff,21377928,Class,2019-06-04T00:41:05,43825,12,11,1,57366392f27a71980b1b869158561677,a8079d8ced811ee7792e3b0b28f259fa68e4f199cf5f824d640362e442738d4c
41887,FOREX_audsgd-minute-High,1,active,arff,21377929,Class,2019-06-04T00:41:23,375840,12,11,1,04063f1626fd4369ffe7408ec944b26e,f0f40fdf89378996cd0aa6079bc07b4039f0806c6aece1178748ab21cdd784bd
41888,FOREX_audchf-hour-Close,1,active,arff,21377930,Class,2019-06-04T00:41:47,43825,12,11,1,df240d92cc83a750bf9c165e4ad3a56b,dc8f6c946e1b98f979b9e7e4c5c3bc4ae8dc23dde973afe49b0e849a929f09b6
41889,FOREX_eurjpy-hour-Close,1,active,arff,21377931,Class,2019-06-04T00:42:05,43825,12,11,1,e3fc5dae65320eda8cac829d59b58f2b,b35a4f3a9d8f0a5c1baeaa4046b851cb9b6033dc24466e662bdfd3c1a482b011
41890,FOREX_usddkk-minute-High,1,active,arff,21377932,Class,2019-06-04T00:42:22,375840,12,11,1,52809673d06f76861dd4412345106171,954cde2ad244d7af787c62a3ce29a006411a8d5d92a31781f763ea490c30182b
41891,FOREX_eurcad-hour-Close,1,active,arff,21377933,Class,2019-06-04T00:42:48,43825,12,11,1,41153120f1843b6ae8070644e4c6e3ad,305c3aefd1fcd36efbd6b340c985ec7dbb1c889ca1f5854c24b8984b5b371472
41892,FOREX_usdchf-minute-High,1,active,arff,21377934,Class,2019-06-04T00:43:05,375840,12,11,1,b8926a25790b32bc1acf3de1335172f5,06620567b6c17249207fba1b13e345406fe307d5813ad5f287a205980d87a364
41893,FOREX_eursgd-hour-High,1,active,arff,21377935,Class,2019-06-04T00:43:29,43825,12,11,1,b702cc4a6009d717459f1fb6b56f04da,e00593f1315bf0d61b766ef2ae58aab34fa11827d41872d36d40da264479ebe7
41894,FOREX_eurchf-day-Close,1,active,arff,21377936,Class,2019-06-04T00:43:46,1833,12,11,1,eb2d94bf0d15b694cbef58ba97bb7f4e,ba6cc89c3b702d7cf6741a72ed55311fdd9ab12e83b066237a1095738d9adfb8
41895,FOREX_eurhuf-minute-Close,1,active,arff,21377937,Class,2019-06-04T00:44:02,375840,12,11,1,5be8f4b49fcbed42db67830e7267f161,747d051302d38d367e4f1e6b7a5f3c58cdb800e54c16ed8bc9470cbe43ca95a3
41896,FOREX_eursek-hour-Close,1,active,arff,21377938,Class,2019-06-04T00:44:27,43825,12,11,1,0e3822acf0cd29ce6eafa8ad326ab257,51a83d57a0163549a32cca24c955cb54f4528358065cab398e59a23a28f7b5e1
41897,FOREX_usddkk-day-Close,1,active,arff,21377939,Class,2019-06-04T00:44:44,1832,12,11,1,10c9c4cc52a2de60854470457619c0ec,7fb3ce17f51b834840361e81be942a9a92b260f39bf0f9f7a0463a616d505f73
41898,FOREX_audnzd-hour-Close,1,active,arff,21377940,Class,2019-06-04T00:45:00,43825,12,11,1,91ebed6a1521242bba2c1a3d42f74984,c551a6ff24044167f82592dedeed69acd7d01d808caa5a1ab006487f8ca921a4
41945,ilpd-numeric,2,active,ARFF,21378872,Class,2019-06-21T10:43:30,583,11,10,1,1deb2e8f9c9293443dbaa9e69147453b,7a13359ccefc3e7d489c97c672d9e58e698336208d11381a99dfee527774ef41
41946,Sick_numeric,2,active,ARFF,21378881,Class,2019-06-21T11:49:26,3772,30,29,1,bb4e229ea02c93f7c9ef40cc8abf9f12,7c8de7eabd4e80e696ab30c5b6d503f1f589a4ed4dc1c5b2fa7793a297f891a3
41949,Elegibilidade,1,active,ARFF,21378932,EhElegivel,2019-06-21T14:38:18,269177,2,0,1,b1a29cd9bed190cd066f750fb8247528,d8afde4bfc6fe04231f036464daa3cccf306a2542e5057bb331c97f83365c3a0
41964,USPS,3,active,ARFF,21379036,int0,2019-06-24T15:46:32,1424,257,256,1,76fc77acf56f1fa611263f65bd60a1d7,1fc18768a69b5282bbb79e4252d90c02ccff7921970dbdba8c859df99cbcf35a
41966,isolet,2,active,ARFF,21379038,class,2019-06-24T15:51:46,600,618,617,1,5486d7bfc4ace3fd455fe31efcc5aedf,f7271d462bd7762bbcf175def033e53e8af86094e6c503bd4ce6d4f6d7d0503b
41967,cnae-9,2,active,ARFF,21379039,Class,2019-06-24T15:53:16,240,857,856,1,53a2ab51490ece5009e0e4e898b05890,f19655dbe9fb2415647e04fa7cca42f1f6bdc25234be438afd63607722a797aa
41973,semeion,2,active,ARFF,21379756,Class,2019-07-11T18:28:48,319,257,256,1,5468af1e78bfb48f789191728be60d5b,9641c270e9c0295d451d12bf70c169a90ca16433d10fc9d4104b4ca214ca1c3a
41976,TuningSVMs,1,active,ARFF,21381922,Class,2019-07-17T00:49:41,156,81,80,1,0486c0b53c3d4d0913a2e13a4763f0c3,bed751e8c3961f0c02a05e96b54c5238aec043991a7e8b54e4761ae6925b09c5
41977,TuningSVMs,2,active,ARFF,21381931,Class,2019-07-17T00:55:14,156,91,90,1,08071f0c2e25765659a84ef8ef32731c,d69423201f888ccff4c4928110b19da096a493856a3990d1430251037fe0cf31
41978,TuningSVMs,3,active,ARFF,21381934,Class,2019-07-17T00:56:21,156,81,80,1,ad124e7e0fe9cebfb25a85a1de783333,ebf14f7cbdba1e958b496ddad41f6024cf9c550bacf669f46e519cbc902bbf67
41998,Weather,10,active,arff,21412501,play,2019-07-26T10:47:58,14,5,2,3,f13dbfb7166622595044726ed79cabb3,4a3561a755828935a6c3d7dec2810d993ca28da27ed4f86b1a471cbbe1290b5e
42172,regime_alimentaire,1,active,ARFF,21754587,Surpoids,2019-10-07T15:20:46,202,20,3,17,fb0a03e6bdf470d928bb57e93d94fa61,001eed42f9d4faeb0f5a06b9b0ac53595a804b6a9af9e20e7d108c7bcc839a7a
42178,telco-customer-churn,1,active,arff,21756251,Churn,2019-10-15T13:07:48,7043,20,3,0,283f18cbb7d53861816d248848f0ec00,034acbb939f34e3e426294b8b9e1b0072f17a74cce6ffabf6fff22cfef45942a
42192,compas-two-years,3,active,ARFF,21757032,two_year_recid,2019-11-15T09:54:05,5278,14,7,7,c9d60061da6c224df7202ba85546b80f,4be48bf2030d9c280de52eaac51d33d170c33407e300b229cc10e96acbad3123
42193,compas-two-years,4,active,ARFF,21757035,two_year_recid,2019-11-15T10:28:52,5278,14,7,7,c9d60061da6c224df7202ba85546b80f,de980b44e888b34c6479e5eaf01a1e165620475abd6498c0066e185efcc02294
42206,porto-seguro,2,active,ARFF,21770028,target,2019-12-04T17:36:45,595212,38,12,26,726ae63d1a09a94381381d848efe2603,69d1996470f4cb5b80f6caf59f9e99a4f3e3570196c54d6e3cf2d3630dd1fb9c
42252,Asteroid_Dataset,1,active,arff,21799723,pha,2020-02-16T12:21:29,126131,34,31,2,18dcc0a2fe38358e3f96b0ce623f40d7,b3b75095bc4871bb6642a2f8b6c6fd17c8e2dbba942f366fc934cb57e6bee0ad
42256,Asteroid_Dataset,2,active,arff,21799727,pha,2020-02-18T10:58:38,126131,34,32,1,faf085f0070f52498723bfcbb020ab7d,fb9a62dac6657f09030aded7a9039ecfefe839d90515af9e8dd0abdcba1da13f
42334,digits_wrote,1,active,ARFF,21800125,label,2020-03-20T15:52:36,3468,785,784,1,19f4fc1e8f648c5b57ba8e7197ee703a,f158d4dbb0d2bd670860e03607c1a9e83a7cf565802abfb80a44ec6c330efc82
42343,KDD98,3,active,ARFF,21801022,TARGET_B,2020-04-03T13:42:10,82318,478,341,137,7e43f2e52e2a01e11ec9706499b2d810,99929ad5a48aa3016bdc618f529bbb764503b7029f9bc484de82804177f1fd33
42344,sf-police-incidents,5,active,ARFF,21801023,ViolentCrime,2020-04-03T16:05:07,538638,7,1,6,542e4dbae5d39fce213f6edb01d67653,014a3a8b2295101950839d943eabcef353212f01bf9db8e0bd1316775ae99303
42395,SantanderCustomerSatisfaction,1,active,arff,21829696,target,2020-04-26T02:42:27,200000,202,200,1,4f816b123bbe7b04c672e54bae91ddeb,d5f712926d6265678500736cd558411276f9e0c073381e7178bf8df734155e8b
42397,CreditCardFraudDetection,2,active,arff,21829702,Class,2020-04-26T20:05:21,284807,31,30,1,f9544642717dc57d30c6505a422da240,2d84dad7bb68dfac8c966e01f010f139929b6e99384af317e720c5b6894dec90
42435,SantanderCustomerSatisfaction,2,active,arff,21831175,target,2020-05-18T01:12:52,200000,202,200,2,d21ca34f6c2ca04f6c14f7852761c959,e70550dba89379d5d78a22c997571f7584769c22bb18d8d2b41480896fc1b4c2
42477,default-of-credit-card-clients,1,active,ARFF,21854402,y,2020-06-11T01:28:28,30000,24,23,1,4efbcc48d388c8cff428950006198b4e,bb1d8852fb2544181de1bb447b1eb99b3ab863aa99b474073f154a7f5b09b2f6
42493,airlines,3,active,ARFF,21854421,Delay,2020-06-11T21:10:39,26969,8,2,6,9c44c67ed51a5d0a91b034336afefe4b,1aa53dd92b9c05610d9f69ed27880af25efb2e282a5d7386dfebf8a0d14752c2
42554,test_hate_vects,1,active,ARFF,21854608,hate,2020-06-24T15:11:49,4,50,48,2,d5fa8ed58e76ee70aaf2b37706758eaf,cc9277b2db3dfc8097c08d83abcb2f8bf68bbc58efb77fe5ec239ef49e9b9ec1
42638,titanic,9,active,ARFF,22044399,survived,2020-09-04T03:56:00,891,8,3,5,af4921075f7890110b69124086fd9ddc,5cd78c10e1162f617100531d8d6e5f0eafc162a94c59c47265614208b26f4a56
42665,ricci_vs_destefano,1,active,ARFF,22044446,Promotion,2020-09-14T12:52:34,118,6,3,0,8d36216461139de4f7ce8b4d88ab7dfb,01a8a19a64c72c1507802bdfd0befc8fa4094b923681820c5b3d852293f6427b
